Query	invertebrates-Sbjct	E-value	non_invertebrates-Sbjct	E-value	
DdB|DdB_09488	--	--	WP_003233797.1	0.0
DdB|DdB_09492	--	--	WP_003233803.1	9.18e-83
DdB|DdB_09494	--	--	WP_131227210.1	0.0
DdB|DdB_09497	--	--	WP_335388928.1	6.59e-129
DdB|DdB_09498	--	--	WP_257737001.1	1.24e-171
DdB|DdB_09499	--	--	WP_129092309.1	0.0
DdB|DdB_09500	--	--	WP_341116204.1	0.0
DdB|DdB_09503	--	--	WP_051394758.1	3.02e-104
DdB|DdB_09505	--	--	WP_336805498.1	2.5e-165
DdB|DdB_09508	--	--	WP_088325419.1	0.0
DdB|DdB_09512	--	--	WP_042978024.1	0.0
DdB|DdB_09515	--	--	WP_010886435.1	2.8e-146
DdB|DdB_09517	--	--	WP_323217265.1	2.07e-72
DdB|DdB_09518	--	--	WP_213396555.1	6.62e-135
DdB|DdB_09519	--	--	WP_038427500.1	4.3e-87
DdB|DdB_09520	--	--	WP_003233859.1	4.68e-109
DdB|DdB_09524	--	--	WP_131227196.1	0.0
DdB|DdB_09525	--	--	WP_131227195.1	0.0
DdB|DdB_09526	--	--	WP_131227193.1	0.0
DdB|DdB_09527	--	--	WP_080478175.1	4.14e-125
DdB|DdB_09529	--	--	WP_071581589.1	1.17e-79
DdB|DdB_09534	--	--	WP_277687295.1	7.81e-23
DdB|DdB_09541	--	--	WP_151870358.1	0.0
DdB|DdB_09544	--	--	WP_277736964.1	2.14e-125
DdB|DdB_09546	--	--	WP_033883873.1	0.0
DdB|DdB_09558	--	--	WP_339192081.1	5.68e-105
DdB|DdB_09559	--	--	WP_046160140.1	0.0
DdB|DdB_09561	--	--	WP_131227181.1	0.0
DdB|DdB_09564	--	--	WP_131227177.1	0.0
DdB|DdB_09568	--	--	WP_032677454.1	0.0
DdB|DdB_09569	--	--	WP_131227174.1	1.91e-164
DdB|DdB_09571	--	--	WP_326225817.1	0.0
DdB|DdB_09577	--	--	WP_003242723.1	1.88e-143
DdB|DdB_09578	--	--	WP_185184544.1	4.51e-147
DdB|DdB_09579	--	--	WP_009966712.1	1.61e-78
DdB|DdB_09585	--	--	WP_259266336.1	0.0
DdB|DdB_09586	--	--	WP_217018765.1	0.0
DdB|DdB_09589	--	--	WP_322840106.1	1.46e-163
DdB|DdB_09597	--	--	YP_009463666.1	5.32e-21
DdB|DdB_09601	--	--	WP_015715336.1	9.57e-141
DdB|DdB_09606	--	--	WP_257785167.1	4.55e-50
DdB|DdB_09613	--	--	WP_003234130.1	3.76e-164
DdB|DdB_09616	--	--	WP_003234135.1	5.11e-145
DdB|DdB_09618	--	--	WP_342006755.1	1.2e-123
DdB|DdB_09622	--	--	WP_015252710.1	5.08e-112
DdB|DdB_09623	--	--	WP_003243854.1	3.15e-55
DdB|DdB_09627	--	--	WP_230488132.1	2.04e-68
DdB|DdB_09628	--	--	WP_080528974.1	5.05e-175
DdB|DdB_09629	--	--	WP_014478980.1	6.45e-152
DdB|DdB_09631	--	--	WP_326077100.1	4.47e-95
DdB|DdB_09632	--	--	WP_033883509.1	1.06e-129
DdB|DdB_09634	--	--	WP_108029213.1	0.0
DdB|DdB_09638	--	--	WP_249852531.1	1.81e-92
DdB|DdB_09641	--	--	WP_167559277.1	4.91e-68
DdB|DdB_09642	--	--	WP_020425115.1	2.4e-142
DdB|DdB_09643	--	--	WP_029317359.1	0.0
DdB|DdB_09646	--	--	WP_029317361.1	0.0
DdB|DdB_09652	--	--	WP_014478954.1	3.48e-131
DdB|DdB_09653	--	--	WP_033881077.1	4.68e-161
DdB|DdB_09655	--	--	WP_032722960.1	0.0
DdB|DdB_09657	--	--	WP_046380797.1	9.57e-134
DdB|DdB_09661	--	--	WP_284690720.1	0.0
DdB|DdB_09662	--	--	WP_003246525.1	2.26e-104
DdB|DdB_09665	--	--	WP_010886412.1	2.68e-66
DdB|DdB_09666	--	--	WP_003246608.1	2.12e-121
DdB|DdB_09672	--	--	WP_337444980.1	6.93e-47
DdB|DdB_09673	--	--	WP_217003204.1	8.96e-54
DdB|DdB_09675	--	--	WP_095315119.1	1.67e-146
DdB|DdB_09678	--	--	WP_217003206.1	0.0
DdB|DdB_09685	--	--	WP_231573535.1	1.96e-136
DdB|DdB_09687	--	--	WP_268291028.1	7.75e-35
DdB|DdB_09688	--	--	WP_088325326.1	2.85e-105
DdB|DdB_09691	--	--	WP_017697011.1	9.99e-97
DdB|DdB_09694	--	--	WP_032722920.1	2.35e-81
DdB|DdB_09696	--	--	WP_003234359.1	1.95e-176
DdB|DdB_09697	--	--	WP_003246574.1	1.28e-102
DdB|DdB_09698	--	--	WP_003246519.1	1.99e-46
DdB|DdB_09702	--	--	WP_003246693.1	0.0
DdB|DdB_09703	--	--	WP_110109578.1	0.0
DdB|DdB_09705	--	--	WP_080276616.1	8.9e-151
DdB|DdB_09706	--	--	WP_273796280.1	2.5e-155
DdB|DdB_09709	--	--	WP_015252794.1	2.15e-60
DdB|DdB_09710	--	--	WP_032722918.1	8.34e-140
DdB|DdB_09711	--	--	WP_326210624.1	4.13e-94
DdB|DdB_09716	--	--	WP_160221349.1	7.89e-112
DdB|DdB_09717	--	--	WP_160221349.1	1.45e-43
DdB|DdB_09718	--	--	WP_277736922.1	0.0
DdB|DdB_09721	--	--	WP_003234413.1	3.32e-64
DdB|DdB_09722	--	--	WP_003234415.1	1.95e-158
DdB|DdB_09731	--	--	WP_003246621.1	4.06e-149
DdB|DdB_09736	--	--	WP_010886406.1	0.0
DdB|DdB_09737	--	--	WP_003246724.1	2.51e-140
DdB|DdB_09738	--	--	WP_019712395.1	0.0
DdB|DdB_09739	--	--	WP_019712394.1	2.25e-112
DdB|DdB_09741	--	--	WP_055387201.1	1.14e-90
DdB|DdB_09746	--	--	WP_003234476.1	1.51e-70
DdB|DdB_09747	--	--	WP_342006776.1	5.09e-142
DdB|DdB_09748	--	--	WP_014478837.1	0.0
DdB|DdB_09750	--	--	WP_128422075.1	0.0
DdB|DdB_09752	--	--	WP_042977167.1	1.71e-180
DdB|DdB_09753	--	--	WP_014475804.1	0.0
DdB|DdB_09754	--	--	WP_041340152.1	5.69e-125
DdB|DdB_09755	--	--	WP_342006778.1	9.76e-149
DdB|DdB_09756	--	--	WP_326224768.1	9.73e-135
DdB|DdB_09759	--	--	WP_224912756.1	0.0
DdB|DdB_09761	--	--	WP_024571689.1	8.46e-131
DdB|DdB_09762	--	--	WP_088325302.1	0.0
DdB|DdB_09763	--	--	WP_032726538.1	4.55e-64
DdB|DdB_09764	--	--	WP_345805636.1	0.0
DdB|DdB_09766	--	--	WP_277736913.1	2.49e-148
DdB|DdB_09767	--	--	WP_021481766.1	8.97e-109
DdB|DdB_09776	--	--	WP_017696138.1	1.52e-141
DdB|DdB_09789	--	--	WP_003234605.1	1.37e-131
DdB|DdB_09792	--	--	WP_015252849.1	8.69e-74
DdB|DdB_09796	--	--	WP_017696119.1	1.93e-112
DdB|DdB_09797	--	--	WP_029317194.1	0.0
DdB|DdB_09798	--	--	WP_217020474.1	0.0
DdB|DdB_09800	--	--	WP_029946274.1	1.1e-38
DdB|DdB_09804	--	--	WP_033882268.1	3.58e-90
DdB|DdB_09809	--	--	WP_003246384.1	2.66e-56
DdB|DdB_09810	--	--	WP_167407843.1	0.0
DdB|DdB_09811	--	--	WP_327841786.1	5.07e-152
DdB|DdB_09812	--	--	WP_252687553.1	4.11e-125
DdB|DdB_09817	--	--	WP_015715213.1	0.0
DdB|DdB_09819	--	--	WP_260197043.1	1.38e-98
DdB|DdB_09820	--	--	WP_340034944.1	8.88e-78
DdB|DdB_09821	--	--	WP_043940264.1	1.81e-87
DdB|DdB_09826	--	--	WP_342006788.1	2.88e-157
DdB|DdB_09830	--	--	WP_015382702.1	1.33e-85
DdB|DdB_09831	--	--	WP_080528892.1	0.0
DdB|DdB_09833	--	--	WP_043940044.1	0.0
DdB|DdB_09835	--	--	WP_014475727.1	2.92e-89
DdB|DdB_09836	--	--	WP_069703993.1	0.0
DdB|DdB_09838	--	--	WP_003246462.1	5.41e-173
DdB|DdB_09841	--	--	WP_010886398.1	3.97e-67
DdB|DdB_09845	--	--	WP_251233405.1	0.0
DdB|DdB_09846	--	--	WP_160221961.1	0.0
DdB|DdB_09847	--	--	WP_029317216.1	7.82e-141
DdB|DdB_09848	--	--	WP_003241242.1	1.44e-138
DdB|DdB_09849	--	--	WP_003234723.1	1.04e-137
DdB|DdB_09850	--	--	WP_042977278.1	1.1e-138
DdB|DdB_09856	--	--	WP_326256141.1	2.56e-68
DdB|DdB_09857	--	--	WP_308154346.1	5.8e-106
DdB|DdB_09858	--	--	WP_088327401.1	0.0
DdB|DdB_09859	--	--	WP_273796412.1	0.0
DdB|DdB_09860	--	--	WP_003234750.1	0.0
DdB|DdB_09862	--	--	WP_003234755.1	0.0
DdB|DdB_09866	--	--	WP_327841811.1	1.09e-113
DdB|DdB_09867	--	--	WP_103803522.1	9.37e-67
DdB|DdB_09868	--	--	WP_326210740.1	3.81e-123
DdB|DdB_09869	--	--	WP_273796414.1	1.05e-148
DdB|DdB_09870	--	--	WP_167559169.1	7.84e-56
DdB|DdB_09871	--	--	WP_003246449.1	2.4e-135
DdB|DdB_09875	--	--	WP_174223438.1	9.44e-99
DdB|DdB_09878	--	--	WP_342006796.1	9.01e-176
DdB|DdB_09879	--	--	WP_003246500.1	4.26e-103
DdB|DdB_09880	--	--	WP_014478718.1	1.32e-84
DdB|DdB_09881	--	--	WP_010886395.1	8.64e-151
DdB|DdB_09885	--	--	WP_347176395.1	2.5e-90
DdB|DdB_09886	--	--	WP_229762550.1	0.0
DdB|DdB_09894	--	--	WP_057534925.1	4.44e-64
DdB|DdB_09895	--	--	WP_086344561.1	0.0
DdB|DdB_09910	--	--	WP_009966430.1	6.46e-69
DdB|DdB_09912	--	--	WP_024571582.1	1.27e-74
DdB|DdB_09916	--	--	WP_323217000.1	1.43e-81
DdB|DdB_09917	--	--	WP_119898943.1	2.76e-102
DdB|DdB_09918	--	--	WP_161476495.1	5.53e-133
DdB|DdB_09919	--	--	WP_161476495.1	0.0
DdB|DdB_09924	--	--	WP_172884134.1	2.03e-104
DdB|DdB_09926	--	--	WP_306289227.1	2.62e-59
DdB|DdB_09928	--	--	WP_161476497.1	6.04e-131
DdB|DdB_09929	--	--	WP_003246349.1	6.12e-57
DdB|DdB_09930	--	--	WP_003234887.1	5.45e-46
DdB|DdB_09932	--	--	WP_003246341.1	0.0
DdB|DdB_09933	--	--	WP_003246309.1	0.0
DdB|DdB_09935	--	--	WP_010886392.1	1.22e-88
DdB|DdB_09941	--	--	WP_003234917.1	0.0
DdB|DdB_09948	--	--	WP_014475628.1	2.31e-113
DdB|DdB_09956	--	--	WP_273796434.1	3.15e-113
DdB|DdB_09957	--	--	WP_276736272.1	5.71e-45
DdB|DdB_09958	--	--	WP_367148151.1	6.2e-90
DdB|DdB_09964	--	--	YP_009463666.1	5.32e-21
DdB|DdB_09969	--	--	WP_003235126.1	1.77e-129
DdB|DdB_09972	--	--	WP_041850239.1	0.0
DdB|DdB_09990	--	--	WP_003156467.1	3.51e-60
DdB|DdB_10002	--	--	WP_003225758.1	4.76e-153
DdB|DdB_10009	--	--	WP_268306422.1	4.49e-153
DdB|DdB_10010	--	--	WP_003225736.1	0.0
DdB|DdB_10015	--	--	YP_009463666.1	5.32e-21
DdB|DdB_10020	--	--	WP_039076420.1	6.72e-34
DdB|DdB_10021	--	--	WP_003226678.1	2.45e-30
DdB|DdB_10033	--	--	WP_071579266.1	4.02e-82
DdB|DdB_10034	--	--	WP_133954639.1	1.16e-158
DdB|DdB_10035	--	--	WP_029946029.1	0.0
DdB|DdB_10036	--	--	WP_029317180.1	0.0
DdB|DdB_10038	--	--	WP_003243211.1	1.18e-78
DdB|DdB_10040	--	--	WP_161476521.1	0.0
DdB|DdB_10041	--	--	WP_003218365.1	2.23e-125
DdB|DdB_10048	--	--	WP_003218346.1	3.31e-52
DdB|DdB_10053	--	--	WP_367147362.1	0.0
DdB|DdB_10057	--	--	WP_003242983.1	2.35e-66
DdB|DdB_10061	--	--	WP_003242755.1	5.73e-74
DdB|DdB_10065	--	--	WP_003226779.1	0.0
DdB|DdB_10069	--	--	YP_009463666.1	5.32e-21
DdB|DdB_10078	--	--	WP_326154826.1	6.05e-92
DdB|DdB_10084	--	--	YP_009162764.1	1.56e-12
DdB|DdB_16369	--	--	WP_066207994.1	2e-06
DdB|DdB_16787	--	--	WP_357896358.1	6.73e-43
DdB|DdB_17544	--	--	WP_081198609.1	1.83e-12
DdB|DdB_18609	--	--	WP_314649863.1	1.04e-26
DdB|DdB_19741	--	--	WP_212742842.1	9.68e-07
DdB|DdB_19742	--	--	WP_148637304.1	1.41e-18
DdB|DdB_21239	--	--	WP_258385232.1	2.69e-06
DdB|DdB_21358	--	--	WP_341748934.1	2.19e-09
DdB|DdB_21415	--	--	WP_360932752.1	6.04e-06
DdB|DdB_22468	--	--	WP_197171625.1	5.59e-13
DdB|DdB_22746	--	--	WP_217238318.1	7.99e-21
DdB|DdB_23133	--	--	WP_073059384.1	9.01e-10
DdB|DdB_23865	--	--	NP_001322621.1	4.14e-06
DdB|DdB_24193	--	--	WP_180777539.1	3.49e-107
DdB|DdB_24194	--	--	WP_256542584.1	3.35e-92
DdB|DdB_24195	--	--	WP_205558004.1	4.12e-74
DdB|DdB_24196	--	--	WP_205558003.1	3.28e-127
DdB|DdB_24197	--	--	WP_256542582.1	3e-62
DdB|DdB_24198	--	--	WP_256542581.1	1.36e-179
DdB|DdB_24200	--	--	WP_233981467.1	1e-35
DdB|DdB_24201	--	--	WP_014701994.1	3.97e-118
DdB|DdB_24202	--	--	WP_256542575.1	1.77e-103
DdB|DdB_24203	--	--	WP_256542574.1	3.08e-152
DdB|DdB_24204	--	--	WP_256542574.1	0.0
DdB|DdB_24205	--	--	WP_205567746.1	1.08e-114
DdB|DdB_24206	--	--	WP_205567744.1	1.4e-42
DdB|DdB_24208	--	--	WP_256542564.1	5.22e-152
DdB|DdB_24211	--	--	WP_015842201.1	9.44e-176
DdB|DdB_24216	--	--	WP_256542562.1	1.79e-140
DdB|DdB_24222	--	--	WP_015842192.1	1.75e-53
DdB|DdB_25590	--	--	WP_371362412.1	1.2e-06
DdB|DdB_26563	--	--	WP_256542263.1	0.0
DdB|DdB_26566	--	--	WP_336867308.1	0.0
DdB|DdB_26568	--	--	WP_350418729.1	1.41e-17
DdB|DdB_26569	--	--	WP_349915215.1	6.66e-17
DdB|DdB_26682	--	--	XP_028956433.1	2.68e-10
DdB|DdB_27015	--	--	XP_031000912.1	3.7e-18
DdB|DdB_27090	--	--	WP_193217113.1	3.33e-06
DdB|DdB_27091	--	--	WP_243820892.1	2.77e-06
DdB|DdB_27163	--	--	WP_120160609.1	7.25e-64
DdB|DdB_27169	--	--	WP_052244061.1	8.34e-11
DdB|DdB_27245	--	--	WP_066573120.1	6.26e-67
DdB|DdB_27246	--	--	WP_125993579.1	0.0
